Id,SalePrice
65,289158.48409958556
1239,226294.52365943027
1110,185538.1193459135
630,102312.11836666884
253,168787.5630725221
1346,292485.90684845415
63,127477.92132744471
600,276471.12611806917
203,141741.55403838342
1162,124021.02979824475
1365,215478.6652337833
1001,83576.21627028965
126,143125.19450020755
968,76116.21701023322
1272,135447.83116234126
4,276360.8174418898
265,181733.7656310927
649,78047.10532422163
1202,138626.33368832368
1307,144485.95428859594
507,191754.1741825461
449,127048.9143857966
883,121211.31293822262
1031,190303.045709601
1099,157677.46407876935
291,116916.65314224096
657,173024.3758712589
56,198648.96328149532
378,339605.7440923155
497,151999.5087493576
1385,123462.94837900547
952,144322.85332925408
1325,71503.3347491179
858,150847.26017916546
1410,215280.0085249286
81,171477.92999033094
1319,106294.60925731032
1232,95688.30887711373
1362,119286.35842291517
1164,199058.75745350085
578,157236.2322730866
572,206796.90829652414
534,183649.66104605753
759,275356.34849530424
35,301161.48256483494
45,291710.28669084306
1364,151252.43207345906
21,113747.92548804823
1124,164530.36674403588
1090,91239.0087677693
1016,225610.24797396836
1322,212359.44889525368
675,142764.94882660804
987,380541.39078940416
1097,164703.3015204532
1247,142421.2979656232
233,128179.40973172268
753,274330.4354388354
146,104793.57871193504
868,160999.49593592432
209,157242.9756740625
311,125130.4460747552
165,120278.03082757263
408,273578.5981413682
1381,252673.29235120481
456,94782.78828028867
455,157970.85278416894
358,113229.92562256822
156,112573.18885604799
1442,335800.5595751906
1174,241572.30837606164
136,143433.85549998406
834,132525.21013457523
639,239031.77434290652
632,170969.16102197047
962,156397.14785566897
1453,139643.96384107822
30,107600.87589454021
235,82718.40761396477
107,89254.21985075803
402,112228.2032192748
869,226311.3303373902
1441,141773.7027744078
612,261649.3074932942
130,215113.97250007512
1185,123221.60135872525
635,180082.9831791669
300,168302.24449423398
479,128558.42447223542
1074,180712.95615021465
169,229858.32078682896
220,196133.92449066573
1133,232862.40184483945
353,109609.68013774518
1127,221182.99194017632
377,307390.34789948794
701,134989.71645021602
336,383298.2010402794
231,356619.9228400101
186,164343.1142367509
389,397633.39711349766
375,66112.82281068814
128,147858.26368755908
1315,185154.2038107505
933,189332.26966662947
662,129223.44924180792
1427,138458.92728384954
877,342491.67413802707
1136,119993.18876479114
617,109541.28418949188
789,208110.3139935875
965,174548.01823406707
874,95075.73734419604
441,96696.95155272911
418,100555.94275889373
428,193337.8324722993
1379,162332.9356368896
1222,149171.870189914
591,425851.22625884315
681,113314.00330396791
927,169293.90514595958
865,141552.58935100815
889,157695.19685731234
1018,160830.04147305968
60,160467.8179014858
239,118068.27723514166
914,180187.5609346857
514,108482.52465546344
27,282383.42596207495
688,268094.463043057
133,201484.74255542716
872,123072.54123755718
1036,320289.86802475457
685,214042.5597224063
994,343981.8374922289
29,68187.98188391032
181,156431.04443104184
1358,163090.52581317362
323,122940.71906974174
745,318125.98900762596
1340,108503.00575580997
476,223973.05107464257
1019,199508.39404216656
1334,115252.8592135138
310,170270.2501706022
1180,207137.23178645567
629,146897.46041888918
415,185637.178772475
1199,142626.91833416678
1390,216609.42307952658
575,117863.63766920478
191,190217.5910214668
1395,286848.98041397845
1086,94746.04114193322
1242,180356.35203430106
33,180361.6513107718
602,217097.21551913337
1279,95484.19507441219
1383,158265.0903246215
489,91680.26225018366
686,235251.46084215184
472,139207.31450745263
1296,152083.7682409793
1125,108507.58297561531
978,98062.64752152897
50,180797.12503516686
1189,188900.88272439982
710,80293.97076205786
431,109681.74541893596
613,134442.30502602295
586,114577.23786328343
985,122141.71560583789
1447,254245.1920338788
180,165938.74089368954
678,334944.6769100124
913,163255.2776210918
66,241938.22931159765
692,336186.8215794471
492,180248.50387705932
958,186768.99902341672
565,116320.5570284346
608,313154.523042382
1323,93532.50103008939
221,212910.6608214566
1374,249462.62801006847
1058,341269.14227185637
671,114867.12057073231
190,292123.8817017871
1357,173594.6909088759
577,162706.16084621276
192,192963.4755397705
628,178840.61498382397
540,339369.98905107187
71,119999.8801204563
158,244318.42050242602
396,128086.14350862778
822,205776.1881711327
1251,196231.41695007135
738,139228.9767626655
96,206287.36553148026
506,219747.79846059714
37,156960.59544904588
155,85517.80367018514
1400,121802.56421788863
1128,209085.1255401129
1266,112576.02625400321
1438,153528.95915101885
1075,194186.86130409085
1068,160528.5435813667
173,151495.02629062167
1148,113436.34579598485
1088,139316.67240407853
302,221235.72207155908
849,182287.3729451446
1158,227153.64336104013
646,100988.87228734669
256,211897.19307759407
622,132856.49494952982
524,288452.57776931825
1156,200453.7932467751
1065,281848.76825131435
1451,249740.31333556262
102,111671.05446151404
715,148556.41059027324
829,153727.30569944845
1176,125762.8353568917
956,126176.12490585819
129,134774.4282971157
1394,223845.5360018914
971,177047.8420852849
747,221365.6520713575
544,212959.94387674076
1212,92737.08692995287
147,218402.53260026622
1407,113687.00100658643
345,125589.81713345845
1225,136137.7905774985
1003,145563.34800363984
1209,274042.5000884142
530,179251.89677096673
1406,140321.02556171842
1089,201443.0751224123
86,178530.91458707955
796,148351.99836373643
633,140671.8983077713
54,121539.67070843463
1117,132642.4048683742
334,212730.95051760334
1300,225066.14964269754
119,176726.11724868143
697,120658.7150368953
998,85895.15672751438
1054,259078.30094733532
