Id,SalePrice
1097,165337.86477218254
1247,145111.80038569396
233,126839.27997615872
753,270046.0172736805
146,104012.09241629913
868,147377.92260684108
209,158067.9293154333
311,130033.99059619974
165,120704.87437580242
408,271153.2495854695
1381,247477.91850900897
456,97274.28559200247
455,157472.6416365147
358,111266.23733747183
156,111796.0105748771
1442,328299.85586767044
1174,234852.6202752819
136,144018.5166850611
834,133337.4656708055
639,241519.82258662448
632,173984.163993091
962,153368.81702110427
1453,131857.4477220792
30,101113.8260389396
235,84648.70066830418
107,90209.70418350177
402,110431.05505568937
869,230062.20851437186
1441,142873.8882272608
612,268868.47462251544
130,217597.9623899427
1185,127416.4033208333
635,148576.61081525535
300,162362.04694622455
479,124451.75648942382
1074,181276.42742951587
169,231753.47045100236
220,193110.45038910673
1133,234395.15217774123
353,111768.99098636046
1127,224295.5700469141
377,296365.66867908783
701,138672.4504256723
336,373009.0625394434
231,355556.1980043251
186,169252.4684445532
389,387360.909672212
375,73427.01262479785
128,151031.13219360443
1315,186882.503845117
933,187765.98088816527
662,124981.5404434481
1427,134974.25129114767
877,349327.1856525498
1136,120429.50860192259
617,111378.7622736895
789,202863.3339355001
965,176664.26651912773
874,95588.79669922318
441,97305.67998560226
418,100588.04217142772
428,195390.28709980135
1379,158691.81009374483
1222,146497.51789706535
591,418748.52284485166
681,109499.09556393472
927,173049.64447594073
865,138460.33720250902
889,155766.11317291314
1018,158105.92321000158
60,161165.5681874278
239,118427.01672330548
914,180102.13557554258
514,104240.79434086871
27,280828.80978414725
688,265612.1981802819
133,202538.30578771056
872,123045.85108984381
1036,313821.0467568719
685,211525.05053531163
994,329547.32902982895
29,68410.49649895493
181,158149.86294516592
1358,162398.2681297221
323,120690.757210035
745,322958.74572891946
1340,112060.83012276198
476,229776.99303991848
1019,200101.52568779734
1334,115432.3313678715
310,170756.8982886389
1180,212305.24741562223
629,154777.90780910442
415,184980.4927837295
1199,140550.165358431
1390,216581.8462909093
575,119066.16283083064
191,188959.67567524593
1395,282057.5332534773
1086,95945.99294662257
1242,187093.79920583128
33,181290.3174662765
602,219328.30358440147
1279,99078.26086322205
1383,158087.68259425167
489,91906.6280592886
686,231436.80978643562
472,135789.56961947234
1296,156347.05800883734
1125,109240.2404393467
978,98793.64551216911
50,176294.72382974657
1189,183956.23456998888
710,78954.03627210463
431,112742.28117146301
613,129488.73911074566
586,118679.98008954228
985,121186.31051916118
1447,254749.57219571297
180,168284.35696017128
678,330188.41631144483
913,155162.2404434201
66,245760.41052334695
692,325238.8519729971
492,178246.875579189
958,188147.53870228791
565,118640.48277389114
608,306824.5339651329
1323,95237.39775221616
221,207502.7738355399
1374,247353.31737070467
1058,343687.30020853016
671,116600.29640065957
190,285384.21053841745
1357,180538.71382904748
577,161352.84790761198
192,194776.85296120463
628,189365.02395755376
540,336403.16975284315
71,119588.9457940033
158,239004.18240707638
396,129469.16081942494
822,207739.2932393286
1251,193181.91126953016
738,140377.51911144637
96,205008.09847031118
506,224463.20831323595
37,161277.69655285083
155,81030.72930196543
1400,123946.48818052716
1128,207184.21285467016
1266,109678.83122264672
1438,150007.18121677462
1075,196229.15144459976
1068,161858.94352403242
173,154799.72518004078
1148,114646.98950272569
1088,137173.1456647392
302,221940.73929306582
849,178803.89100884332
1158,222686.51140421227
646,106589.5576666299
256,208744.9362949659
622,131260.79170978934
524,289735.62916706596
1156,200608.52177532422
1065,273152.1200341751
1451,254442.84382782318
102,109363.27048473188
715,152249.09224178747
829,154613.20615929874
1176,125741.18428893486
956,129581.99316513291
129,136274.80833412212
1394,224629.77157741474
971,174007.8937648945
747,217953.3622262932
544,213066.68460647186
1212,93212.33515893418
147,213849.05100164076
1407,112750.94478469933
345,125064.08240982651
1225,136916.54207376923
1003,141984.52059011
1209,285344.8209425388
530,176563.58209761608
1406,142378.85813057589
1089,197664.97924173635
86,174580.72389080763
796,151367.17262074217
633,141301.801572736
54,121195.03904383579
1117,133165.09388191105
334,216196.17303268105
1300,226442.85038886213
119,182021.58474632978
697,120223.02410394215
998,81301.49773584653
1054,258288.74405774765
